19850101	  183	  -11	   94
19850102	   -6	  -72	    0
19850103	  -44	  -72	   53
19850104	  -39	  -67	   94
19850105	   50	  -94	    0
19850106	    6	 -117	    0
19850107	   39	  -28	    0
19850108	   22	  -39	    0
19850109	   11	  -50	    0
19850110	  -11	  -39	   20
19850111	  -11	  -67	    0
19850112	  -39	 -144	    0
19850113	    6	 -128	    0

